ID,name,full_name,nationality,league,club,age,birth_date,height_cm,weight_kg,eur_value,eur_wage
240902,Sergio Benito,Sergio Benito Crujera,Spain,Spanish Segunda División,Rayo Vallecano,18,1999-03-23,167.0,60.0,325000.0,1000.0
221447,J. Robinson,Jalen Robinson,United States,USA Major League Soccer,D.C. United,23,1994-05-08,175.0,65.0,180000.0,1000.0
222471,J. Rasheed,Jonathan Rasheed,Norway,Swedish Allsvenskan,BK Häcken,25,1991-11-21,191.0,91.0,140000.0,1000.0
225543,B. Collins,Bradley Collins,England,English League Two,Forest Green,20,1997-02-18,184.0,69.0,220000.0,1000.0
226055,D. Kelly-Evans,Devon Kelly-Evans,England,English League Two,Coventry City,20,1996-09-21,177.0,79.0,350000.0,2000.0
241160,G. McEachran,George McEachran,England,English Premier League,Chelsea,16,2000-08-30,174.0,65.0,350000.0,4000.0
224009,E. Ekpolo,Elohor Godswill Ekpolo,Nigeria,English League One,Fleetwood Town,22,1995-05-14,180.0,73.0,170000.0,1000.0
234249,S. Surridge,Sam Surridge,England,English League Two,Yeovil Town,18,1998-07-28,191.0,77.0,280000.0,5000.0
169481,E. Nolan,Eddie Nolan,Republic of Ireland,English League Two,Crewe Alexandra,28,1988-08-05,185.0,77.0,130000.0,3000.0
236297,M. Cortés,Maurício Cortés,Colombia,Colombian Primera A,La Equidad,20,1997-02-09,176.0,74.0,300000.0,1000.0
200714,H. Hope,Hallam Hope,England,English League Two,Carlisle United,23,1994-03-17,179.0,76.0,210000.0,2000.0
227082,D. Markey,Darragh Markey,Republic of Ireland,Rep. Ireland Premier Division,St. Patrick's Athletic,20,1997-05-23,167.0,65.0,300000.0,1000.0
238090,Kim Sung Ju,Sung Ju Kim,Korea Republic,Korean K League Classic,Jeonnam Dragons,18,1998-08-23,175.0,67.0,325000.0,1000.0
228875,João Oliveira,João De Oliveira,Switzerland,Polish Ekstraklasa,Lechia Gdańsk,21,1996-01-06,177.0,69.0,250000.0,1000.0
229643,C. James,Cameron James,England,English League Two,Colchester United,19,1998-02-11,183.0,76.0,300000.0,1000.0
240139,D. Ladan,Delano Ladan,Netherlands,Holland Eredivisie,ADO Den Haag,17,2000-02-09,177.0,71.0,300000.0,1000.0
219660,E. Stokes,Eoghan Stokes,Republic of Ireland,English Championship,Leeds United,21,1996-05-17,172.0,70.0,270000.0,4000.0
229900,S. Lauper,Sandro Lauper,Switzerland,Swiss Super League,FC Thun,20,1996-10-25,185.0,70.0,280000.0,2000.0
234252,C. Jordan,Corey Jordan,England,English Premier League,Bournemouth,18,1999-03-04,185.0,80.0,290000.0,4000.0
229901,H. Souttar,Harry Souttar,Scotland,English Premier League,Stoke City,18,1998-10-22,200.0,79.0,290000.0,4000.0
236557,O. Patrick,Omari Patrick,England,English League One,Bradford City,21,1996-05-24,185.0,73.0,350000.0,2000.0
224270,B. Gschweidl,Bernd Gschweidl,Austria,Austrian Bundesliga,Wolfsberger AC,21,1995-09-08,178.0,73.0,240000.0,2000.0
224526,J. Lyden,Jordan Lyden,Australia,English Championship,Aston Villa,21,1996-01-30,178.0,70.0,250000.0,4000.0
235534,D. Parra,Daniel Parra,Mexico,Mexican Liga MX,Monterrey,17,1999-07-20,175.0,66.0,270000.0,3000.0
239630,I. Zamora,Iván Zamora,Mexico,Mexican Liga MX,Deportivo Toluca,21,1996-01-11,168.0,65.0,230000.0,2000.0
227855,B. Sabovic,Besard Sabovic,Sweden,Swedish Allsvenskan,Djurgårdens IF,19,1998-01-05,186.0,77.0,290000.0,1000.0
232975,H. Yamamoto,Hideomi Yamamoto,Japan,Japanese J1 League,Ventforet Kofu,37,1980-06-26,175.0,69.0,20000.0,1000.0
240656,F. Pavoni,Filippo Pavoni,Italy,Italian Serie A,Chievo Verona,17,1999-08-08,186.0,73.0,250000.0,1000.0
221457,L. Fasan,Leo Fasan,Italy,English League One,Bury,23,1994-01-04,188.0,82.0,150000.0,1000.0
224017,J. Williams,Jordan Williams,Wales,English League One,Rochdale,21,1995-11-06,183.0,77.0,250000.0,8000.0
227601,A. Andersson,Adam Andersson,Sweden,Swedish Allsvenskan,BK Häcken,20,1996-11-11,178.0,71.0,250000.0,1000.0
235537,E. Sánchez,Erick Sánchez,Mexico,Mexican Liga MX,Pachuca,17,1999-09-27,167.0,60.0,300000.0,3000.0
192273,E. Hedvall,Emil Hedvall,Sweden,Swedish Allsvenskan,Östersunds FK,34,1983-06-09,191.0,85.0,60000.0,1000.0
216082,A. Al Amoudi,Abdalhaleem Al Amoudi,Saudi Arabia,Saudi Professional League,Ohod Club,30,1986-08-19,170.0,60.0,150000.0,3000.0
220690,H. Watson,Hamish Watson,New Zealand,Australian A-League,Wellington Phoenix,24,1993-04-17,182.0,90.0,200000.0,1000.0
227602,F. Álvarez,Fabio Álvarez,Argentina,Argentinian Superliga,Atlético Tucumán,24,1993-01-23,184.0,70.0,220000.0,2000.0
235026,O. Richards,Omar Richards,England,English Championship,Reading,18,1998-09-11,185.0,69.0,290000.0,2000.0
238866,S. Awurum,Stanley Awurum,Nigeria,Portuguese Primeira Liga,Portimonense SC,27,1990-06-24,185.0,75.0,170000.0,2000.0
232979,T. Tsuda,Takuma Tsuda,Japan,Japanese J1 League,Ventforet Kofu,36,1980-10-04,179.0,71.0,20000.0,1000.0
237332,A. May,Alfie May,England,English League One,Doncaster Rovers,23,1993-07-03,176.0,72.0,220000.0,2000.0
240148,J. Rijkers,Jeffrey Rijkers,Netherlands,Holland Eredivisie,VVV-Venlo,18,1998-11-13,177.0,64.0,230000.0,1000.0
237077,F. Boya,Franck Boya,Cameroon,Belgian First Division A,Royal Excel Mouscron,21,1996-07-01,193.0,83.0,240000.0,2000.0
240405,J. González,Juan Cruz González,Argentina,Argentinian Superliga,Chacarita Juniors,20,1996-12-02,175.0,70.0,230000.0,1000.0
236310,S. Hart,Sam Hart,England,English League One,Blackburn Rovers,20,1996-09-10,180.0,72.0,240000.0,1000.0
159255,P. Haginge,Patrik Haginge,Sweden,Swedish Allsvenskan,Örebro SK,32,1985-04-02,183.0,75.0,90000.0,1000.0
232727,K. Ikeda,Kei Ikeda,Japan,Japanese J1 League,Sagan Tosu,30,1986-10-20,178.0,72.0,150000.0,1000.0
213272,L. Cháves,Lucas Cháves,Argentina,Argentinian Superliga,Argentinos Juniors,21,1995-08-09,179.0,72.0,160000.0,1000.0
231448,R. Nelson,Reiss Nelson,England,English Premier League,Arsenal,17,1999-12-10,175.0,70.0,350000.0,7000.0
235800,M. Šverko,Marin Šverko,Croatia,German Bundesliga,1. FSV Mainz 05,19,1998-02-04,187.0,81.0,300000.0,2000.0
239640,J. Cortés,José Cortés,Colombia,Colombian Primera A,Atlético Bucaramanga,22,1994-09-08,179.0,75.0,230000.0,1000.0
237849,R. Marín,Ricardo Marín,Mexico,Mexican Liga MX,Club América,19,1998-03-18,181.0,72.0,325000.0,5000.0
240921,R. Hernández,Ronald Hernández,Venezuela,Norwegian Eliteserien,Stabæk Fotball,19,1997-10-04,171.0,67.0,300000.0,1000.0
229914,E. Osadebe,Emmanuel Osadebe,Republic of Ireland,English League Two,Cambridge United,20,1996-10-01,188.0,71.0,220000.0,2000.0
237082,S. Pispas,Sotirios Pispas,Greece,Greek Super League,Panathinaikos FC,19,1998-01-08,177.0,71.0,325000.0,1000.0
173338,T. Tanaka,Tatsuya Tanaka,Japan,Japanese J1 League,Albirex Niigata,34,1982-11-27,167.0,63.0,80000.0,1000.0
212763,S. McGuinness,Stephen McGuinness,Republic of Ireland,Rep. Ireland Premier Division,Drogheda United,22,1995-03-10,179.0,76.0,150000.0,1000.0
239899,V. Fernandez,Victor Fernandez,Argentina,English Premier League,Newcastle United,19,1998-05-02,170.0,70.0,325000.0,5000.0
240411,A. Módula,Agustín Módula,Argentina,Argentinian Superliga,Chacarita Juniors,24,1993-03-12,176.0,72.0,200000.0,2000.0
236316,Y. Valery,Yan Valery,France,English Premier League,Southampton,18,1999-02-22,180.0,70.0,210000.0,5000.0
237085,Yoo Seung Min,Seung Min Yoo,Korea Republic,Korean K League Classic,Jeonbuk Hyundai Motors,18,1998-09-24,181.0,70.0,250000.0,1000.0
232479,T. Nishimura,Takuma Nishimura,Japan,Japanese J1 League,Vegalta Sendai,20,1996-10-22,178.0,72.0,260000.0,1000.0
237089,Park Won Jae,Won Jae Park,Korea Republic,Korean K League Classic,Jeonbuk Hyundai Motors,23,1994-05-17,175.0,68.0,180000.0,1000.0
237602,M. Ngwisani,Moise Ngwisani,Germany,German 2. Bundesliga,FC Erzgebirge Aue,19,1998-01-28,174.0,71.0,240000.0,1000.0
225061,A. Al Harbi,Ahmad Al Harbi,Saudi Arabia,Saudi Professional League,Al Raed,22,1994-10-06,189.0,88.0,170000.0,3000.0
229669,Matheus Silva,Matheus Martins Silva,Brazil,USA Major League Soccer,San Jose Earthquakes,20,1996-12-08,188.0,90.0,300000.0,1000.0
240933,O. Ayın,Ömerhan Ayın,Turkey,Turkish Süper Lig,Medicana Sivasspor,20,1997-01-03,177.0,73.0,250000.0,2000.0
212006,B. Waters,Billy Waters,England,English League One,Northampton Town,22,1994-10-15,173.0,73.0,220000.0,1000.0
227878,C. Guy,Callum Guy,England,English Championship,Derby County,20,1996-11-25,178.0,64.0,350000.0,6000.0
231718,A. Terekhov,Anton Terekhov,Russia,Russian Premier League,Dinamo Moscow,19,1998-01-30,186.0,77.0,325000.0,3000.0
236840,L. Amador,Luis Amador,Mexico,Mexican Liga MX,Club América,21,1996-01-10,173.0,71.0,210000.0,5000.0
237608,L. Gerlspeck,Lukas Gerlspeck,Germany,German 2. Bundesliga,FC Ingolstadt 04,18,1998-09-27,186.0,79.0,230000.0,2000.0
241192,D. Balanyuk,Denys Balanyuk,Ukraine,Polish Ekstraklasa,Wisła Kraków,20,1997-01-16,175.0,67.0,240000.0,1000.0
237609,A. Zeka,Agim Zeka,Albania,French Ligue 1,LOSC Lille,18,1998-09-06,182.0,72.0,325000.0,4000.0
241193,S. Woudstra,Shaquille Woudstra,Netherlands,Holland Eredivisie,PEC Zwolle,20,1997-02-26,180.0,75.0,210000.0,1000.0
197930,J. Parker,Josh Parker,Antigua & Barbuda,English League One,Gillingham,26,1990-12-01,180.0,76.0,200000.0,2000.0
228906,P. Dimitriou,Patrice Dimitriou,France,French Ligue 2,Bourg en Bresse Péronnas 01,34,1983-03-11,176.0,80.0,40000.0,1000.0
235051,D. Johnson,Darnell Johnson,England,English Premier League,Leicester City,18,1998-09-03,186.0,80.0,290000.0,4000.0
235307,D. Southwell,Dayle Southwell,England,English League Two,Wycombe Wanderers,23,1993-10-20,180.0,80.0,240000.0,2000.0
237355,N. Kabamba,Nicke Kabamba,England,English League Two,Colchester United,24,1993-02-01,191.0,75.0,220000.0,2000.0
240171,D. Ryan,Dylan Ryan,Australia,Holland Eredivisie,Willem II,17,2000-06-10,184.0,73.0,280000.0,1000.0
215084,B. Héry,Bastien Héry,France,Rep. Ireland Premier Division,Limerick FC,25,1992-03-23,175.0,65.0,190000.0,1000.0
236588,Q. Bena,Quentin Bena,France,French Ligue 2,Chamois Niortais FC,19,1998-05-11,185.0,79.0,325000.0,1000.0
239660,L. Angulo,Larry Angulo,Colombia,Colombian Primera A,Patriotas Boyacá FC,21,1995-08-10,175.0,72.0,220000.0,1000.0
220461,L. Barlocco,Luca Barlocco,Italy,Italian Serie B,Vercelli,22,1995-02-20,181.0,75.0,180000.0,1000.0
239661,I. Young,Isaiah Young,United States,German 3. Liga,Werder Bremen II,19,1998-03-30,181.0,68.0,325000.0,1000.0
204334,I. Gelios,Ioannis Gelios,Greece,German Bundesliga,FC Augsburg,25,1992-04-24,190.0,76.0,150000.0,2000.0
221486,D. O'Shaughnessy,Daniel O'Shaughnessy,Finland,English League Two,Cheltenham Town,22,1994-09-14,190.0,80.0,190000.0,2000.0
228142,S. García,Santiago García,Colombia,Colombian Primera A,Tigres FC,22,1995-01-07,188.0,77.0,250000.0,1000.0
233518,A. Guliev,Albeyi Guliev,Azerbaijan,Russian Premier League,FC Ural,21,1995-10-14,185.0,77.0,240000.0,4000.0
235054,I. Vujica,Ivan Vujica,Australia,Australian A-League,Newcastle Jets,20,1997-04-20,172.0,70.0,200000.0,1000.0
237359,L. Jonsson,Lukas Jonsson,Sweden,Swedish Allsvenskan,IK Sirius,24,1992-10-21,191.0,95.0,140000.0,1000.0
226864,M. Brunelli,Matteo Brunelli,Italy,Italian Serie B,Carpi,22,1995-05-06,190.0,85.0,160000.0,2000.0
234288,M. Uusitalo,Markus Uusitalo,Finland,Finnish Veikkausliiga,HJK Helsinki,20,1997-05-15,189.0,91.0,190000.0,1000.0
235056,B. Simakala,Ba-Muaka Simakala,Germany,German Bundesliga,Borussia Mönchengladbach,20,1997-01-28,180.0,76.0,350000.0,4000.0
229681,J. Burn,Jonathan Burn,England,English League One,Bristol Rovers,22,1995-01-08,184.0,73.0,190000.0,1000.0
200498,D. O'Connor,David O'Connor,Republic of Ireland,Rep. Ireland Premier Division,Limerick FC,25,1991-08-24,187.0,78.0,160000.0,1000.0
239154,M. Fisch,Martin Fisch,Denmark,Danish Superliga,FC Helsingør,24,1993-01-26,184.0,78.0,200000.0,1000.0
236596,I. Hajtic,Ibrahim Hajtic,Bosnia Herzegovina,German 2. Bundesliga,1. FC Heidenheim,19,1998-04-04,193.0,88.0,300000.0,1000.0
236852,J. Garay,Jonathan Garay,Colombia,Colombian Primera A,Tigres FC,24,1993-01-02,174.0,73.0,180000.0,1000.0
219701,J. Wrąbel,Jakub Wrąbel,Poland,Polish Ekstraklasa,Śląsk Wrocław,21,1996-06-08,194.0,87.0,190000.0,1000.0
232245,Han Ji Won,Ji Won Han,Korea Republic,Korean K League Classic,Jeonnam Dragons,23,1994-04-09,187.0,77.0,180000.0,1000.0
239157,A. Holst,Anders Holst,Denmark,Danish Superliga,FC Helsingør,24,1992-07-25,180.0,75.0,200000.0,1000.0
225590,I. Colman,Iván Colman,Argentina,Argentinian Superliga,Argentinos Juniors,22,1995-05-06,173.0,71.0,270000.0,2000.0
229942,A. Disasi,Axel Disasi,France,French Ligue 2,Stade de Reims,19,1998-03-11,190.0,86.0,260000.0,1000.0
235575,F. El Bakhtaoui,Faissal El Bakhtaoui,France,Scottish Premiership,Dundee FC,24,1992-11-08,178.0,74.0,220000.0,1000.0
157240,S. Elliott,Stephen Elliott,Republic of Ireland,Rep. Ireland Premier Division,Drogheda United,33,1984-01-06,176.0,74.0,100000.0,1000.0
228152,E. Onariase,Emmanuel Onariase,England,English League One,Rotherham United,20,1996-10-21,188.0,77.0,240000.0,1000.0
239928,T. Müller,Tobias Müller,Germany,German 3. Liga,Hallescher FC,22,1994-07-08,188.0,79.0,180000.0,1000.0
208697,D. Rogers,Danny Rogers,Republic of Ireland,Scottish Premiership,Aberdeen,23,1994-03-23,185.0,77.0,180000.0,1000.0
224569,C. Craft,Coy Craft,United States,USA Major League Soccer,FC Dallas,20,1997-05-23,188.0,79.0,280000.0,1000.0
229433,A. Zendejas,Adrián Zendejas,United States,USA Major League Soccer,Sporting Kansas City,21,1995-08-30,196.0,84.0,220000.0,1000.0
228923,A. Scherbakov,Alexandr Scherbakov,Russia,Russian Premier League,FC Ural,19,1998-06-26,175.0,62.0,325000.0,3000.0
229948,J. Harper,Jack Harper,Scotland,Spanish Primera División,Málaga CF,21,1996-02-28,185.0,75.0,350000.0,3000.0
236348,S. Atakayi,Serge Atakayi,Finland,Scottish Premiership,Rangers,18,1999-01-30,171.0,65.0,325000.0,4000.0
237884,L. Ritzka,Lars Ritzka,Germany,German Bundesliga,Hannover 96,19,1998-05-07,182.0,78.0,220000.0,3000.0
206653,B. Potts,Brad Potts,England,English Championship,Barnsley,22,1994-07-03,188.0,81.0,230000.0,2000.0
225855,A. Bobichon,Antonin Bobichon,France,French Ligue 2,Nîmes Olympique,21,1995-09-14,180.0,72.0,220000.0,1000.0
233791,A. Maksimenko,Alexandr Maksimenko,Russia,Russian Premier League,Spartak Moscow,19,1998-03-19,187.0,81.0,230000.0,2000.0
238655,R. Kristo,Robert Kristo,United States,German 3. Liga,VfL Osnabrück,24,1993-05-14,195.0,86.0,200000.0,1000.0
240447,L. Destéfano,Lucas Destéfano,Argentina,Argentinian Superliga,Chacarita Juniors,22,1995-01-25,160.0,63.0,210000.0,2000.0
238913,M. Harzan,Mohammed Mohsen Harzan,Saudi Arabia,Saudi Professional League,Ohod Club,28,1989-01-12,167.0,65.0,160000.0,3000.0
220994,J. Bridge,Jack Bridge,England,English League One,Southend United,21,1995-09-21,178.0,73.0,250000.0,1000.0
213571,C. Elliott,Christie Elliott,England,Scottish Premiership,Partick Thistle F.C.,26,1991-05-26,185.0,81.0,160000.0,1000.0
222787,M. Abundiz,Martín Abundiz,Mexico,Mexican Liga MX,Deportivo Toluca,21,1996-04-10,180.0,75.0,230000.0,2000.0
229187,C. Kader,Cagatay Kader,Germany,German 3. Liga,VfR Aalen,20,1997-02-25,190.0,81.0,260000.0,1000.0
240451,J. Beste,Jan Niklas Beste,Germany,German Bundesliga,Borussia Dortmund,18,1999-01-04,178.0,71.0,290000.0,3000.0
221764,D. Thomas,Dominic Thomas,Scotland,Scottish Premiership,Kilmarnock,21,1996-02-14,170.0,65.0,250000.0,1000.0
239172,M. Engl,Maximilian Engl,Germany,German 3. Liga,Rot-Weiß Erfurt,19,1997-12-31,189.0,75.0,230000.0,1000.0
241476,Raúl Sánchez,Raúl Sánchez Sánchez,Spain,Spanish Segunda División,AD Alcorcón,19,1997-11-08,188.0,74.0,260000.0,1000.0
215365,L. Forte,Luca Forte,Italy,Italian Serie B,Pescara,22,1994-07-28,175.0,64.0,220000.0,1000.0
236357,A. Al Bukhari,Abdulelah Al Bukhari,Saudi Arabia,Saudi Professional League,Ettifaq FC,22,1994-07-18,177.0,70.0,190000.0,2000.0
230727,G. Larsonneur,Gautier Larsonneur,France,French Ligue 2,Stade Brestois 29,20,1997-02-23,181.0,69.0,210000.0,1000.0
189255,R. Olsen,Ricki Olsen,Denmark,Danish Superliga,FC Helsingør,28,1989-01-11,182.0,80.0,120000.0,2000.0
239432,A. Grbic,Adrian Grbic,Austria,Austrian Bundesliga,SCR Altach,20,1996-08-04,188.0,82.0,230000.0,2000.0
240456,G. Bianchini,Giancarlo Bianchini,Argentina,Argentinian Superliga,Talleres de Cordoba,20,1997-05-13,176.0,70.0,250000.0,2000.0
191560,T. Sugiyama,Tetsu Sugiyama,Japan,Japanese J1 League,Hokkaido Consadole Sapporo,36,1981-06-26,184.0,78.0,20000.0,1000.0
240969,J. Carranza,Julián Carranza,Argentina,Argentinian Superliga,Banfield,17,2000-05-20,182.0,75.0,350000.0,2000.0
229962,K. Storer,Kyle Storer,England,English League Two,Cheltenham Town,30,1987-04-30,180.0,76.0,140000.0,2000.0
239946,J. Valadez,Jorge Valadez,Mexico,Mexican Liga MX,Monarcas Morelia,21,1996-02-24,179.0,76.0,300000.0,1000.0
225355,W. Parra,William Parra,Colombia,Colombian Primera A,La Equidad,22,1995-03-01,165.0,55.0,220000.0,1000.0
212812,K. Kinoshita,Kosuke Kinoshita,Japan,Swedish Allsvenskan,Halmstads BK,22,1994-10-03,188.0,82.0,220000.0,1000.0
235596,J. Al Shammari,Jadaan Al Shammari,Saudi Arabia,Saudi Professional League,Al Batin,25,1992-02-06,182.0,74.0,190000.0,2000.0
239948,S. Reyes,Salvador Reyes,Mexico,Mexican Liga MX,Monarcas Morelia,19,1998-05-04,175.0,71.0,325000.0,1000.0
228685,E. List,Elliott List,England,English League One,Gillingham,20,1997-05-12,178.0,72.0,230000.0,1000.0
198990,R. Brennan,Ryan Brennan,Republic of Ireland,Rep. Ireland Premier Division,Bray Wanderers,25,1991-11-11,180.0,72.0,190000.0,1000.0
207950,A. Azeez,Adebayo Azeez,England,English League Two,Cambridge United,23,1994-01-08,183.0,80.0,230000.0,3000.0
237646,D. Muñoz,Daniel Muñoz,Colombia,Colombian Primera A,Águilas Doradas,21,1996-05-26,178.0,72.0,300000.0,1000.0
238670,K. Hoffmann,Kevin Hoffmann,Germany,German 2. Bundesliga, SSV Jahn Regensburg,22,1995-06-06,182.0,80.0,240000.0,2000.0
224335,L. Cueto,Lucas Cueto,Germany,German 3. Liga,SC Preußen Münster,21,1996-03-24,175.0,64.0,300000.0,1000.0
226127,C. Deprès,Clément Deprès,France,French Ligue 2,Nîmes Olympique,22,1994-11-25,190.0,83.0,220000.0,1000.0
237391,M. De Luca,Manuel De Luca,Italy,Italian Serie A,Torino,18,1998-07-17,190.0,75.0,280000.0,4000.0
240719,Mario Sánchez,Mario Sánchez Ramírez,Spain,Spanish Segunda División,Cádiz C.F.,21,1995-08-14,180.0,75.0,220000.0,1000.0
233040,J. Augustinsson,Jonathan Augustinsson,Sweden,Swedish Allsvenskan,Djurgårdens IF,21,1996-03-30,185.0,81.0,200000.0,1000.0
203090,R. Charles-Cook,Reice Charles-Cook,England,English League Two,Swindon Town,23,1994-04-08,182.0,78.0,180000.0,2000.0
211283,K. Nowak,Konrad Nowak,Poland,Polish Ekstraklasa,Górnik Zabrze,22,1994-11-07,175.0,69.0,210000.0,1000.0
229459,N. Schiavi,Nicolas Schiavi,Argentina,Italian Serie B,Novara,22,1995-02-01,173.0,70.0,220000.0,1000.0
237395,V. van den Bogert,Victor van den Bogert,Netherlands,Holland Eredivisie,Willem II,17,1999-08-12,185.0,81.0,200000.0,1000.0
240211,G. Gentile,Gaspar Gentile,Argentina,Argentinian Superliga,Temperley,22,1995-02-16,184.0,70.0,220000.0,1000.0
233812,A. Lucoqui,Anderson Lucoqui,Germany,German 2. Bundesliga,Fortuna Düsseldorf,19,1997-07-06,180.0,72.0,260000.0,2000.0
233045,I. Ugbo,Iké Ugbo,England,English Championship,Barnsley,18,1998-09-21,186.0,73.0,325000.0,1000.0
235605,T. Reid,Tyler Reid,England,English Premier League,Swansea City,19,1997-09-02,186.0,83.0,300000.0,4000.0
240213,A. Gritsaenko,Alexey Gritsaenko,Russia,Russian Premier League,FC Krasnodar,22,1995-05-25,186.0,80.0,190000.0,4000.0
240725,I. Aaneba,Ismael Aaneba,France,French Ligue 1,RC Strasbourg,18,1999-05-29,179.0,78.0,290000.0,2000.0
229718,W. Patching,Will Patching,England,English Premier League,Manchester City,18,1998-10-18,185.0,70.0,325000.0,7000.0
235606,J. Karlstrøm,Jacob Karlstrøm,Norway,Norwegian Eliteserien,Tromsø IL,20,1997-01-09,200.0,90.0,210000.0,1000.0
237398,D. Metzger,Dan Metzger,United States,USA Major League Soccer,New York Red Bulls,23,1993-08-06,175.0,70.0,210000.0,1000.0
204887,Ruben Bover,Ruben Bover Izquierdo,Spain,English League Two,Barnet,25,1992-06-24,170.0,66.0,200000.0,2000.0
231511,J. Svensson,Jesper Svensson,Sweden,Swedish Allsvenskan,Jönköpings Södra IF,27,1990-03-06,184.0,75.0,160000.0,1000.0
237143,H. Suárez,Harlin Suárez,Colombia,Colombian Primera A,Atlético Bucaramanga,23,1994-06-28,171.0,66.0,200000.0,1000.0
241239,Lin Liangming,Liangming Lin,China PR,Spanish Segunda División,UD Almería,20,1997-06-04,179.0,74.0,350000.0,1000.0
231512,L. Kelly,Lloyd Kelly,England,English Championship,Bristol City,18,1998-10-01,182.0,70.0,290000.0,3000.0
240472,Hu Ruibao,Ruibao Hu,China PR,German 2. Bundesliga,SV Darmstadt 98,20,1996-10-17,186.0,77.0,210000.0,2000.0
233305,P. Dzalto,Patrik Dzalto,Croatia,German 2. Bundesliga, SSV Jahn Regensburg,20,1997-02-19,175.0,69.0,270000.0,2000.0
239449,I. Bamba,Issiaka Bamba,France,French Ligue 2,US Orléans Loiret Football,23,1994-02-14,184.0,73.0,230000.0,1000.0
240729,L. Rajot,Lorenzo Rajot,France,French Ligue 2,Clermont Foot 63,19,1997-10-13,179.0,68.0,325000.0,1000.0
183641,V. Faherty,Vinny Faherty,Republic of Ireland,Rep. Ireland Premier Division,Sligo Rovers,30,1987-06-13,178.0,69.0,150000.0,1000.0
216155,H. Cornick,Harry Cornick,England,English League Two,Luton Town,22,1995-04-09,180.0,84.0,280000.0,3000.0
224091,D. Rosin,Dennis Rosin,Germany,German 3. Liga,Werder Bremen II,21,1996-06-27,182.0,73.0,280000.0,1000.0
238683,A. Sicker,Arne Sicker,Germany,German 2. Bundesliga,Holstein Kiel,20,1997-04-17,184.0,67.0,220000.0,1000.0
202332,H. Valgarðsson,Hjörtur Logi Valgarðsson,Iceland,Swedish Allsvenskan,Örebro SK,28,1988-09-27,182.0,77.0,120000.0,1000.0
